model,seed,run_role,source_run,config_id,question_id,area,level,temperature,top_p,repeat_penalty,max_tokens,top_k_rag,eval_mode,t_rag_s,t_gen_s,t_eval_s,t_total_s,overall_score,grounding_score,relevance_score,level_score,passed,is_fallback,fallback_correct,tokens_generated,tokens_per_sec,kw_score,chunks_retrieved,prompt_chars,timestamp,response_sha256,context_sha256
Qwen2.5-3B,2026,analysis,benchmark_20260903_135021.json,cfg_eval_full,R2,reading,intermediate,0.3,0.9,1.1,512,5,full,4.631,28.923,0.268,33.822,0.637,0.677,0.852,0.127,True,False,,33,1.14,0.0,5,6115,2026-09-03T13:49:05.188249,3b389bb38e86ffe72b3c08f165daab4313969ab1487567103706b591f48e112c,a855b0c800c5a29777cffd7c8fe3b6d895adfe01fa796ba9d9d9810819e58b08
Qwen2.5-3B,2026,analysis,benchmark_20260903_135021.json,cfg_eval_full,F1,general_english,intermediate,0.3,0.9,1.1,512,5,full,7.756,26.6,0.0,34.356,0.8,1.0,0.0,,True,True,True,25,0.94,,5,5883,2026-09-03T13:49:39.544444,0db8b3be3ee0c9f9a4d42894a91c12f37e0579a2ccfa8df6b27191c40ded5843,6f389a454eba58ca9c2ab3f774addc87bec49bd179e81dfaeee8acbec8f255fe
Qwen2.5-3B,2026,analysis,benchmark_20260903_135021.json,cfg_eval_full,F2,grammar,basic,0.3,0.9,1.1,512,5,full,4.872,37.401,0.0,42.273,0.8,1.0,0.0,,True,True,True,51,1.36,,5,8673,2026-09-03T13:50:21.805248,f8a29db3b9d08d587227f8db385b4d1783688aedde40dffab442e9075e2e4c56,fdb33dcd4b52e6e9385ddbb31e430b9f154756e2b3a03bf8d6c8fc1e4dc4e8e4
Qwen2.5-3B,42_repeat,determinism_control,benchmark_20260902_184443.json,cfg_eval_full,G1,grammar,basic,0.3,0.9,1.1,512,5,full,6.502,54.086,0.198,60.786,0.781,0.744,0.708,1.0,True,False,,234,4.33,0.167,5,7867,2026-09-02T18:33:21.261206,a464b4079ee08f6409a6ea0045bf291b2acfdb2e6b01b344e1037fa8bb639604,6558e4b1033d3082c3e7bd837ba5609fc844803aff0bea5faa0a0e0d5e330be1
Qwen2.5-3B,42_repeat,determinism_control,benchmark_20260902_184443.json,cfg_eval_full,G2,grammar,intermediate,0.3,0.9,1.1,512,5,full,3.741,38.067,0.182,41.989,0.653,0.732,0.803,0.193,True,False,,51,1.34,0.0,5,8367,2026-09-02T18:34:03.252164,3a36e2689c114de7658279d5c15c2731d874b913eda4c46434eccce63e116a27,be37d7433056c434ee331314f156210b3647211aa264c2581455f5786ef07620
Qwen2.5-3B,42_repeat,determinism_control,benchmark_20260902_184443.json,cfg_eval_full,G3,grammar,advanced,0.3,0.9,1.1,512,5,full,3.345,52.471,0.178,55.995,0.859,0.898,0.858,0.784,True,False,,280,5.34,0.167,5,7835,2026-09-02T18:34:59.247306,e9cb61071327b779970aa6dfaf5f795182ca0857e14feb5e406c680d98146ce0,3c1458ee639d58a4407c8e028943140d412d914d784e2e79a4aa096916d23b98
Qwen2.5-3B,42_repeat,determinism_control,benchmark_20260902_184443.json,cfg_eval_full,G4,grammar,intermediate,0.3,0.9,1.1,512,5,full,5.36,63.881,0.189,69.43,0.859,0.867,0.781,1.0,True,False,,374,5.85,0.167,5,7834,2026-09-02T18:36:08.676833,e4a2f07338cac726cca48b8a5129815a5f19a40406f6a60baa3658a927a6cced,b903c3528231f859dda213bd115dba585b0d28541ee7d849aadbcaf35805860c
Qwen2.5-3B,42_repeat,determinism_control,benchmark_20260902_184443.json,cfg_eval_full,V1,vocabulary,intermediate,0.3,0.9,1.1,512,5,full,3.199,32.851,0.0,36.05,0.8,1.0,0.0,,True,True,,52,1.58,0.167,5,7911,2026-09-02T18:36:44.725840,da3234581b70bfe6d3c4b11b14d0bf5b3d38ce444fa7b6a2cf62a4cc749d6180,eb09c567043cfc3cd7490f038853cd3288efb73aa8ead89112dd1f0687269bca
Qwen2.5-3B,42_repeat,determinism_control,benchmark_20260902_184443.json,cfg_eval_full,V2,vocabulary,intermediate,0.3,0.9,1.1,512,5,full,5.055,75.279,0.18,80.515,0.839,0.799,0.799,1.0,True,False,,512,6.8,0.0,5,8004,2026-09-02T18:38:05.244103,9cc7ac048170d9313e6ee4156b95d4a01dd32462528dc30933f7ea26a7250f17,1084c04e87c606f08771b31d35795751142fc36a23d0f9cb0090ecb888ea20ee
Qwen2.5-3B,42_repeat,determinism_control,benchmark_20260902_184443.json,cfg_eval_full,V3,vocabulary,advanced,0.3,0.9,1.1,512,5,full,5.053,35.865,0.18,41.099,0.735,0.869,0.855,0.228,True,False,,81,2.26,0.167,5,8161,2026-09-02T18:38:46.343068,79c13fd81e68a60ab25730a4ef85cfe1ac6c7bf75954996d7b14810d0bdfc24c,81d4eab288d7e3c8778423890d162b19483320e3248d56ceeb22e2d9071e5e36
Qwen2.5-3B,42_repeat,determinism_control,benchmark_20260902_184443.json,cfg_eval_full,W1,writing,basic,0.3,0.9,1.1,512,5,full,3.262,69.73,0.184,73.176,0.814,0.905,0.841,0.58,True,False,,426,6.11,0.333,5,8773,2026-09-02T18:39:59.520881,051f53140d742ab71abe799a940e96c878523dd878c523e2401ba0d3c04ce4c3,546cb10a15802df05466bf653a0d34d6bdafb06db477ee43f904fe6f143cd3d1
Qwen2.5-3B,42_repeat,determinism_control,benchmark_20260902_184443.json,cfg_eval_full,W2,writing,intermediate,0.3,0.9,1.1,512,5,full,5.075,49.582,0.16,54.818,0.87,0.853,0.823,1.0,True,False,,252,5.08,0.167,5,8667,2026-09-02T18:40:54.336132,12c6a6a678b29a55db01405dc4fd413eca86916af1f9c20ade470fc4bd458d66,38dfd3d535b22a7eb54703abe2356605164462864a5e94478be37c4b579fac56
Qwen2.5-3B,42_repeat,determinism_control,benchmark_20260902_184443.json,cfg_eval_full,W3,writing,advanced,0.3,0.9,1.1,512,5,full,4.807,71.156,0.169,76.132,0.856,0.814,0.826,1.0,True,False,,512,7.2,0.5,5,8467,2026-09-02T18:42:10.470005,fa3287efb1770b199209197386b059d3c4b573b24983ecd20423ee0fcbb4cd7c,1c6ed8d14fc48053135deb1026e493ef9d71a3ea763ac4bc239f0f4bfae489c4
Qwen2.5-3B,42_repeat,determinism_control,benchmark_20260902_184443.json,cfg_eval_full,R1,reading,basic,0.3,0.9,1.1,512,5,full,5.009,36.188,0.166,41.363,0.806,0.728,0.788,1.0,True,False,,49,1.35,0.0,5,8218,2026-09-02T18:42:51.835338,339869ec18529cb23900eeff76de88bd7f72484731d527df0f063f6fddf59b64,76b57b9165369109070e4f5b4099fd99637a89fd31850415a3dbd435a832c2cc
Qwen2.5-3B,42_repeat,determinism_control,benchmark_20260902_184443.json,cfg_eval_full,R2,reading,intermediate,0.3,0.9,1.1,512,5,full,4.286,39.242,0.171,43.699,0.842,0.814,0.852,0.88,True,False,,216,5.5,0.333,5,6115,2026-09-02T18:43:35.535640,e259ae09a91b3f6c97b1ca43517eb02695e86c39a32eafeb0628873d2b34e19f,a855b0c800c5a29777cffd7c8fe3b6d895adfe01fa796ba9d9d9810819e58b08
Qwen2.5-3B,42_repeat,determinism_control,benchmark_20260902_184443.json,cfg_eval_full,F1,general_english,intermediate,0.3,0.9,1.1,512,5,full,4.485,24.325,0.0,28.81,0.8,1.0,0.0,,True,True,True,25,1.03,,5,5883,2026-09-02T18:44:04.345470,0db8b3be3ee0c9f9a4d42894a91c12f37e0579a2ccfa8df6b27191c40ded5843,6f389a454eba58ca9c2ab3f774addc87bec49bd179e81dfaeee8acbec8f255fe
Qwen2.5-3B,42_repeat,determinism_control,benchmark_20260902_184443.json,cfg_eval_full,F2,grammar,basic,0.3,0.9,1.1,512,5,full,4.785,34.538,0.0,39.324,0.8,1.0,0.0,,True,True,True,52,1.51,,5,8673,2026-09-02T18:44:43.670386,cdc54dddb10a2434a21522273d746a5a37376a2d60ba4617822091ecdbcf4b8f,fdb33dcd4b52e6e9385ddbb31e430b9f154756e2b3a03bf8d6c8fc1e4dc4e8e4
